Date Updated,Agency,Contracting Office Agency ID,Agency Office Name,Agency Office ID,Funding Agency Name,Funding Agency ID,Funding Office Name,Funding Office ID,Contract Date Signed,Award Status,Award Type,Modification Number,Procurement Identifier,Modification Reason, Ceiling Value , Value ,NAICS Code,NAICS Description,Performance Start Date,Product/Service Code,Product/Service Description,Description of Requirements,Vendor Entity ID,Vendor Legal Business Name,Vendor Business Types,Vendor Certifications,Congressional District,Vendor Socio-Economic Data,Vendor Zip+4,FPDS Source
2/18/25,Department of Transportation,6930,693JJ6 FEDERAL RAILROAD ADMIN,693JJ6,FEDERAL RAILROAD ADMINISTRATION,6930,FEDERAL RAILROAD ADMIN(00053),693JJ7,1/28/25,Final,BPA Call,P00002,693JJ624F00003N,CLOSE OUT," $76,239.00 ", $-   ,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,12/14/23,B599,SPECIAL STUDIES/ANALYSIS- OTHER,CLOSEOUT,D2LKCEGHS4V7,ABSG CONSULTING INC.,"Corporate Entity, Not Tax Exempt",,TEXAS 02,,773891878,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6930&PIID=693JJ624F00003N&modNumber=P00002&idvAgencyID=&idvPIID=693JJ623A000008&contractType=AWARD
2/14/25,Department of Transportation,6901,693JK4 OST,693JK4,OFFICE OF THE SECRETARY,6901,OST OFFICE OF THE IMMEDIATE SEC.,693JK6,2/27/25,Final,Purchase Order,P00003,693JK422P600013,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $84,232.00 ", $-   ,541219,OTHER ACCOUNTING SERVICES,8/18/22,7630,NEWSPAPERS AND PERIODICALS,"The purpose of this modification is a notice of ""Termination for
(Limit 250 characters) Convenience""; and this modification will be a zero-dollar action.",T8JGE1LE8933,"POLITICO, LLC",Partnership or Limited Liability Partnership,,VIRGINIA 08,,222093927,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK422P600013&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD
2/18/25,Department of Transportation,6930,693JJ6 FEDERAL RAILROAD ADMIN,693JJ6,FEDERAL RAILROAD ADMINISTRATION,6930,FEDERAL RAILROAD ADMIN(00053),693JJ7,1/28/25,Final,Delivery/Task Order,P00001,693JJ618F000062,CLOSE OUT," $89,334.00 ", $-   ,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,7/16/18,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICA,Grade Crossing- Quiet Zone Analysis,JCBMLGPE6Z71,BOOZ ALLEN HAMILTON INC.,"Corporate Entity, Not Tax Exempt",,VIRGINIA 11,,221023830,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6930&PIID=693JJ618F000062&modNumber=P00001&idvAgencyID=&idvPIID=GS00F008DA&contractType=AWARD
2/27/25,Department of Transportation,6955,693195 OFFICE OF ACQUISITION MGT,693195,FEDERAL TRANSIT ADMINISTRATION,6955,693195 OFFICE OF ACQUISITION MGT,693195,2/26/25,Final,Delivery/Task Order,P00004,695569319522F30051N,CLOSE OUT," $308,763.00 ", $-   ,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,8/12/22,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMEN,"The purpose of this modification is for the final closeout of
Contract No. 69319522F30051N. Final closeout documents have been
executed by the contractor. By execution of the final closeout",W8V4J3R9HLC7,"TSCB ENTERPRISE, LLC",Partnership or Limited Liability Partnership,Self-Certified Small Disadvantaged Business,MARYLAND 04,"Minority-Owned Business
Black American Owned
Service-Disabled Veteran-Owned Business
Veteran-Owned Business
Women-Owned Business
Women-Owned Small Business
Economically Disadvantaged Women-Owned Small Business
(EDWOSB) Joint Venture
Women-Owned Small Business (WOSB) Joint Venture eligible under
the WOSB Program",207464339,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6955&PIID=69319522F30051N&modNumber=P00004&idvAgencyID=&idvPIID=69319522D000009&contractType=AWARD
2/18/25,Department of Transportation,6930,693JJ6 FEDERAL RAILROAD ADMIN,693JJ6,FEDERAL RAILROAD ADMINISTRATION,6930,693JJ6 FEDERAL RAILROAD ADMIN,693JJ6,2/13/25,Final,BPA Call,P00001,693JJ621F000010,CLOSE OUT," $358,858.00 ", $-   ,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,4/6/21,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICA,"The purpose of this modification is to de-obligate excess funds in
th t f $141 142 12 d t l t th b f d",JCBMLGPE6Z71,BOOZ ALLEN HAMILTON INC.,"Corporate Entity, Not Tax Exempt",,VIRGINIA 11,,221023830,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6930&PIID=693JJ621F000010&modNumber=P00001&idvAgencyID=&idvPIID=693JJ619A000002&contractType=AWARD
2/27/25,Department of Transportation,6925,693JJ3 ACQUISITION AND GRANTS MGT,693JJ3,FEDERAL HIGHWAY ADMINISTRATION,6925,FHWA OF OF POLICY GOVERNMENTAL AF,693JH8,2/26/25,Final,Delivery/Task Order,P00008,693JJ319F000473,CLOSE OUT," $728,806.00 ", $-   ,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/25/19,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMEN,"The purpose of this modification is to close out task order number
(Limit 250 characters)
693JJ319D000007/693JJ319F000473 in its entirety, and deobligate
funds in the amount of $10,541.34. All services have been
ti f t il d d d i d",FNXDK49XHH74,"CAMBRIDGE SYSTEMATICS, INC.","Corporate Entity, Not Tax Exempt",,MASSACHUSETTS 05,,021555148,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ319F000473&modNumber=P00008&idvAgencyID=&idvPIID=693JJ319D000007&contractType=AWARD
2/14/25,Department of Transportation,6953,693JJ4 OFFICE OF ACQUISITION MGT,693JJ4,FEDERAL MOTOR CARRIER SAFETY ADMIN,6953,693JJ4 OFFICE OF ACQUISITION MGT,693JJ4,2/26/25,Final,BPA Call,P00005,693JJ421F000015,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $969,052.00 ", $-   ,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,3/25/21,R499,SUPPORT- PROFESSIONAL: OTHER,Fed Sync BPA-Program Manager- Termination,MHCKB3Y2LC46,FEDERAL INTERGRATED SYSTEMS CO,"Corporate Entity, Not Tax Exempt","SBA Certified 8(a) Program Participant
Self-Certified Small Disadvantaged Business",VIRGINIA 08,"Minority-Owned Business
Subcontinent Asian (Asian-Indian) American Owned",223155755,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6953&PIID=693JJ421F000015&modNumber=P00005&idvAgencyID=&idvPIID=693JJ418A000001&contractType=AWARD
2/18/25,Department of Transportation,6955,693195 OFFICE OF ACQUISITION MGT,693195,FEDERAL TRANSIT ADMINISTRATION,6955,693195 OFFICE OF ACQUISITION MGT,693195,1/29/25,Final,Delivery/Task Order,P00013,6955 69319520F400014,CLOSE OUT," $369,968.00 "," $3,322.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/11/20,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMEN,CLOSEOUT,HHGCXPTVR4X5,"BOYD CATON GROUP, INC.","Corporate Entity, Not Tax Exempt","DoT Certified Disadvantaged Business Enterprise
Self-Certified Small Disadvantaged Business",VIRGINIA 05,"Women-Owned Business
For Profit Organization
Subchapter S Corporation",229025044,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6955&PIID=69319520F400014&modNumber=P00013&idvAgencyID=&idvPIID=GS10F0376R&contractType=AWARD
2/18/25,Department of Transportation,6925,693JJ3 ACQUISITION AND GRANTS MGT,693JJ3,FEDERAL HIGHWAY ADMINISTRATION,6925,FHWA - OFFICE OF MANAGEMENT SERVIC,693129,2/4/25,Final,Purchase Order,P00003,693JJ322P000009,CLOSE OUT," $684,766.00 "," $4,759.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,12/10/21,R499,SUPPORT- PROFESSIONAL: OTHER,Closeout,J6XWV4TYFMJ4,PUYENPA TECHNOLOGIES LLC,"Partnership or Limited Liability Partnership
Limited Liability Corporation","SBA Certified 8(a) Program Participant
SBA Certified HUBZone Firm",NEVADA 04,"Minority-Owned Business
Tribally Owned Firm
Self-Certified Small Disadvantaged Business",893149800,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ322P000009&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD
2/18/25,Department of Transportation,6925,693JJ3 ACQUISITION AND GRANTS MGT,693JJ3,FEDERAL HIGHWAY ADMINISTRATION,6925,FHWA - NATIONAL HIGHWAY INSTITUTE,693456,2/4/25,Final,Delivery/Task Order,P00004,693JJ319F000086,CLOSE OUT," $369,622.00 "," $10,579.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,4/1/19,R699,SUPPORT- ADMINISTRATIVE: OTHER,"The purpose of this modification is to de-obligate $10,578.97 in
unexpended funds and close out this task order. All services have
been rendered and received.",N3T8X4HCMNB7,"ITS AGILE, LLC",Partnership or Limited Liability Partnership,"DoT Certified Disadvantaged Business Enterprise
Self-Certified Small Disadvantaged Business",MARYLAND 04,"Minority-Owned Business
Subcontinent Asian (Asian-Indian) American Owned",210435517,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ319F000086&modNumber=P00004&idvAgencyID=&idvPIID=693JJ319D000002&contractType=AWARD
2/14/25,Department of Transportation,6957,693JK3 ACQUISITION SERVICES DIV.,693JK3,PIPELINE AND HAZARDOUS MATERIALS SA,6957,693JK3 ACQUISITION SERVICES DIV.,693JK3,3/16/23,Final,Purchase Order,P00001,693JK321P000011,CLOSE OUT," $75,415.00 "," $61,765.00 ",511110,NEWSPAPER PUBLISHERS,6/15/21,7630,NEWSPAPERS AND PERIODICALS,E&E News renewal of yearly subscription for PHMSA,T8JGE1LE8933,"POLITICO, LLC",Partnership or Limited Liability Partnership,,VIRGINIA 08,,222093927,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6957&PIID=693JK321P000011&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD
2/14/25,Department of Transportation,6930,693JJ6 FEDERAL RAILROAD ADMIN,693JJ6,FEDERAL RAILROAD ADMINISTRATION,6930,693JJ6 FEDERAL RAILROAD ADMIN,693JJ6,2/19/25,Final,Delivery/Task Order,P00002,693JJ623F00044N,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $259,650.00 "," $163,300.00 ",519290,WEB SEARCH PORTALS AND ALL OTHER INFORMATIO,8/30/23,R612,SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEV,"Effective February 10th, this modification is issued to cancel the
(Limit 250 characters)order in its entirety, as the services are no longer required.",T8JGE1LE8933,POLITICO LLC,Partnership or Limited Liability Partnership,,VIRGINIA 08,,222093927,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6930&PIID=693JJ623F00044N&modNumber=P00002&idvAgencyID=&idvPIID=03310323D0056&contractType=AWARD
2/24/25,Department of Transportation,6953,693JJ4 OFFICE OF ACQUISITION MGT,693JJ4,FEDERAL MOTOR CARRIER SAFETY ADMIN,6953,693JJ4 OFFICE OF ACQUISITION MGT,693JJ4,2/21/25,Final,BPA Call,P00005,693JJ421F000033,CLOSE OUT," $920,364.00 "," $218,076.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,6/14/21,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMEN,Title: Closeout: 693JJ421F000033,MRNVM2AM2998,"MERIDIAN MANAGEMENT ADVISORS, I","For Profit Organization
Subchapter S Corporation",,PENNSYLVANIA 17,"Women-Owned Business
Women-Owned Small Business",152221719,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6953&PIID=693JJ421F000033&modNumber=P00005&idvAgencyID=&idvPIID=DTMC7517A00009&contractType=AWARD
2/18/25,Department of Transportation,6925,693JJ3 ACQUISITION AND GRANTS MGT,693JJ3,FEDERAL HIGHWAY ADMINISTRATION,6925,FEDERAL HIGHWAY ADMINISTRATION,690ACD,2/5/25,Final,BPA Call,P00003,693JJ321F000441,CLOSE OUT," $454,382.00 "," $258,796.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/28/21,U099,EDUCATION/TRAINING- OTHER,To de-obligate and closeout.,FZH5JAFWM388,LONGEVITY CONSULTING LLC,"Corporate Entity, Not Tax Exempt","DoT Certified Disadvantaged Business Enterprise
Self-Certified Small Disadvantaged Business",VIRGINIA 10,"Minority-Owned Business
Black American Owned
Service-Disabled Veteran-Owned Business
Veteran-Owned Business",201241312,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ321F000441&modNumber=P00003&idvAgencyID=&idvPIID=693JJ320A000002&contractType=AWARD
2/18/25,Department of Transportation,6930,693JJ6 FEDERAL RAILROAD ADMIN,693JJ6,FEDERAL RAILROAD ADMINISTRATION,6930,FEDERAL RAILROAD ADMIN(00053),693JJ7,1/21/25,Final,Definitive Contract,P00004,693JJ623C000001,CLOSE OUT," $910,647.00 "," $622,245.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,12/19/22,R406,SUPPORT- PROFESSIONAL: POLICY REVIEW/DEVELO,CLOSEOUT,VX6EUGMAFJK4,"SP TECHNOLOGIES, LLC",Partnership or Limited Liability Partnership,Self-Certified Small Disadvantaged Business,VIRGINIA 11,"Minority-Owned Business
Subcontinent Asian (Asian-Indian) American Owned
Women-Owned Business
Women-Owned Small Business",221822649,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6930&PIID=693JJ623C000001&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD
2/12/25,Department of Transportation,6953,693JJ4 OFFICE OF ACQUISITION MGT,693JJ4,FEDERAL MOTOR CARRIER SAFETY ADMIN,6953,693JJ4 OFFICE OF ACQUISITION MGT,693JJ4,2/11/25,Final,Delivery/Task Order,P00003,6953 693JJ423F00073N,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $3,861,496.00 "," $1,323,741.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/29/23,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMEN,DEIA Project -- Terminate for convenience,CZDTMKGD31J6,"A-G ASSOCIATES, INC.","Corporate Entity, Not Tax Exempt",,MARYLAND 03,"Minority-Owned Business
Hispanic American Owned
Service-Disabled Veteran-Owned Business
Veteran-Owned Business",210442626,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6953&PIID=693JJ423F00073N&modNumber=P00003&idvAgencyID=&idvPIID=GS00F105DA&contractType=AWARD
1/31/25,Department of Transportation,6920,"692M15 ACQUISITION & GRANTS, AAQ600",692M15,FEDERAL AVIATION ADMINISTRATION,6920,FAA,693JG2,2/3/25,Final,Other IDC,P00005,692M1522D00002,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $3,251,353.00 "," $3,000,000.00 ",611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT,4/18/22,U008,EDUCATION/TRAINING- TRAINING/CURRICULUM DEV,"This contract is for the provision of Training and Training Support
(Limit 250 characters)
Current: 250 Services technical support services to assist ASP-003 Workforce
Development Team in design, development, delivery and facilitation
f l d l d hi t i i th t li",VETZAX44KWS8,"KUSI GLOBAL, INC.","Corporate Entity, Not Tax Exempt","SBA Certified 8(a) Program Participant
Self-Certified Small Disadvantaged Business",DISTRICT OF COLUMBIA 98,"Minority-Owned Business
Black American Owned
Women-Owned Business
Women-Owned Small Business",200164395,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6920&PIID=692M1522D00002&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=IDV
2/18/25,Department of Transportation,6920,6973GH FRANCHISE ACQUISITION SVCS,6973GH,FEDERAL AVIATION ADMINISTRATION,6920,FAA,693JG2,7/2/24,Final,Purchase Order,0,6973GH24P03904,," $25,500.00 ", $-   ,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,7/2/24,DA01,IT AND TELECOM - BUSINESS APPLICATION/APPLICA,Follow-on contract for SAFe learner subscription,TSKYM5VEEL61,"SCALED AGILE, INC.","Corporate Entity, Not Tax Exempt",,COLORADO 02,,803012407,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6920&PIID=6973GH24P03904&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD
2/28/25,Department of Transportation,6930,693JJ6 FEDERAL RAILROAD ADMIN,693JJ6,FEDERAL RAILROAD ADMINISTRATION,6930,FEDERAL RAILROAD ADMIN(00053),693JJ7,4/26/24,Final,Purchase Order,0,693JJ624P000007,," $25,800.00 ", $-   ,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT,4/30/24,U009,EDUCATION/TRAINING- GENERAL,"Two (2) FRA employees, Tanya Rucker and Adam Wroblewski, to attend
(Limit 250 characters)
Excellence in Government Fellows Program with the Partnership for
Current: 179
Public Service: April 30, 2024 - March 6, 2025",ZCCVNJ2LNMC3,PARTNERSHIP FOR PUBLIC SERVICE I,"Corporate Entity, Tax Exempt",,,Non Profit Organization,200052028,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6930&PIID=693JJ624P000007&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD
2/28/25,Department of Transportation,6901,693JK4 OST,693JK4,OFFICE OF THE SECRETARY,6901,OST OFFICE OF THE IMMEDIATE SEC.,693JK6,9/16/24,Final,Purchase Order,0,693JK424P600071,," $28,750.00 ", $-   ,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT,9/30/24,U005,EDUCATION/TRAINING- TUITION/REGISTRATION/MEM,"The purpose of this Purchase Order is to purchase the yearly
(Limit 250 characters) membership to the Partnership for Public Service. This yearly
membership includes with membership in the Federal Human Capital",ZCCVNJ2LNMC3,PARTNERSHIP FOR PUBLIC SERVICE I,"Corporate Entity, Tax Exempt",,,Non Profit Organization,200052028,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424P600071&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD
2/14/25,Department of Transportation,6955,693195 OFFICE OF ACQUISITION MGT,693195,FEDERAL TRANSIT ADMINISTRATION,6955,693195 OFFICE OF ACQUISITION MGT,693195,8/16/24,Final,Purchase Order,0,69319524PO00025,," $35,860.00 ", $-   ,513110,NEWSPAPER PUBLISHERS,8/21/24,7630,NEWSPAPERS AND PERIODICALS,"The purpose of this purchase order is to procure the renewal of
TCA's Politico for 15 Department of Transportation (DOT) Federal
Transit Administration (FTA) subscribers.",T8JGE1LE8933,"POLITICO, LLC",Partnership or Limited Liability Partnership,,VIRGINIA 08,,222093927,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6955&PIID=69319524PO00025&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD
2/14/25,Department of Transportation,6901,693JK4 OST,693JK4,OFFICE OF THE SECRETARY,6901,693JK4 OST,693JK4,7/22/24,Final,Definitive Contract,P00001,693JK424C600003,CHANGE ORDER," $58,590.00 ", $-   ,513120,PERIODICAL PUBLISHERS,5/21/24,7630,NEWSPAPERS AND PERIODICALS,The purpose of this requisition is to change line of accounting,T8JGE1LE8933,"POLITICO, LLC",Partnership or Limited Liability Partnership,,VIRGINIA 08,,222093927,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424C600003&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD
2/14/25,Department of Transportation,6901,693JK4 OST,693JK4,OFFICE OF THE SECRETARY,6901,WCF OFFICE OF THE IMMEDIATE SEC.,693JK5,9/23/24,Final,Delivery/Task Order,0,693JK424F95036N,," $65,000.00 ", $-   ,541612,HUMAN RESOURCES CONSULTING SERVICES (2007),9/30/24,R699,SUPPORT- ADMINISTRATIVE: OTHER,"The purpose of this task order is to provide 360-degree leadership
assessment tool to provide feedback, to DOT leaders, supervisors or
their equivalents, on their leadership skills and styles",C8A8RJA7AKJ5,SYNTHESIS TECHNOLOGY ASSESSME,Partnership or Limited Liability Partnership,,UTAH 03,,846631808,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424F95036N&modNumber=0&idvAgencyID=&idvPIID=693JK420D500003&contractType=AWARD
2/14/25,Department of Transportation,6901,693JK4 OST,693JK4,OFFICE OF THE SECRETARY,6901,OST OFFICE OF THE IMMEDIATE SEC.,693JK6,12/4/24,Final,Purchase Order,P00002,693JK424P600003,FUNDING ONLY ACTION," $282,960.00 ", $-   ,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,12/7/23,R708,SUPPORT- MANAGEMENT: PUBLIC RELATIONS,"The Purpose of this modification is to extend the period of
performance of the Purchase Order 693JK424P600003 from 12/07/2024
to 06/06/2025 and add funding in the amount of $95,480.00.",XDMFGSWBYD38,FURTHER STRATEGIES LLC,"Corporate Entity, Not Tax Exempt",,COLORADO 02,"Women-Owned Business
Women-Owned Small Business",803053407,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424P600003&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD
2/5/25,Department of Transportation,6940,693JJ9 NHTSA OFFICE OF ACQUISTION,693JJ9,NATIONAL HIGHWAY TRAFFIC SAFETY ADM,6940,693JJ9 NHTSA OFFICE OF ACQUISTION,693JJ9,9/30/24,Final,Delivery/Task Order,0,693JJ924F00177N,," $284,809.00 ", $-   ,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,10/1/24,R499,SUPPORT- PROFESSIONAL: OTHER,Speed safety camera locations and equity task order,LT42VRTKZGS9,2M RESEARCH SERVICES LLC,"Corporate Entity, Not Tax Exempt","SBA Certified 8(a) Program Participant, SBA Certified HUBZone Firm, DoT Certified Disadvantaged Business Enterprise, Self-Certified Small Disadvantaged Business",TEXAS 25,Black American Owned,760115522,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6940&PIID=693JJ924F00177N&modNumber=0&idvAgencyID=&idvPIID=GS00F216GA&contractType=AWARD
2/14/25,Department of Transportation,6925,693JJ3 ACQUISITION AND GRANTS MGT,693JJ3,FEDERAL HIGHWAY ADMINISTRATION,6925,"FHWA OFC OF PLANNING, ENVIRONMENT",693JH7,9/25/24,Final,Delivery/Task Order,0,693JJ324F00463N,," $284,984.00 ", $-   ,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/30/24,AS11,TRANSPORTATION R&D SERVICES; SURFACE TRANS,"The purpose of this task order is to develop an Equity in
(Limit 250 characters)Transportation Planning Guidebook.",QHBLBNKKV4U3,"ICF INCORPORATED, L.L.C.","For Profit Organization
Limited Liability Corporation",,VIRGINIA 11,,220316050,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ324F00463N&modNumber=0&idvAgencyID=&idvPIID=693JJ321D000017&contractType=AWARD
2/14/25,Department of Transportation,6901,693JK4 OST,693JK4,OFFICE OF THE SECRETARY,6901,OST OFFICE OF THE IMMEDIATE SEC.,693JK6,9/30/24,Final,BPA Call,0,693JK424F96022N,," $327,714.00 ", $-   ,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/30/24,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMEN,"The purpose of this BPA Call Order No. 693JK424F96022N is that the
contractor shall provide Leadership Development Programming Support
(Building Trust and Community Training Framework Support) for
t t l Offi f t",DRB4CPKGSA45,SUMMOME NATIVE VENTURES LLC,Partnership or Limited Liability Partnership,"SBA Certified 8(a) Joint Venture
Self-Certified Small Disadvantaged Business",ALABAMA 01,"Minority-Owned Business
Native American Owned
Tribally Owned Firm",365023513,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424F96022N&modNumber=0&idvAgencyID=&idvPIID=693JK423A600001&contractType=AWARD
2/18/25,Department of Transportation,6901,693JK4 OST,693JK4,OFFICE OF THE SECRETARY,6901,OST OFFICE OF THE IMMEDIATE SEC.,693JK6,9/30/24,Final,Definitive Contract,0,693JK424C600008,," $400,000.00 ", $-   ,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/30/24,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMEN,"The purpose of this contract award is to develop, upgrade, and
migrate a 40+ year old OH legacy Case Tracking System.",NAQUNHC61KN9,TECHSUR SOLUTIONS LLC,"Corporate Entity, Not Tax Exempt","SBA Certified 8(a) Program Participant
Self-Certified Small Disadvantaged Business
SBA-Certified Women-Owned Small Business
SBA-Certified Economically Disadvantaged Women-Owned Small
Business",VIRGINIA 11,"Minority-Owned Business
Subcontinent Asian (Asian-Indian) American Owned
Women-Owned Business
Women-Owned Small Business",201713287,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424C600008&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD
2/14/25,Department of Transportation,6955,693195 OFFICE OF ACQUISITION MGT,693195,FEDERAL TRANSIT ADMINISTRATION,6955,693195 OFFICE OF ACQUISITION MGT,693195,9/10/24,Final,Purchase Order,P00001,6955 69319523PO00044,FUNDING ONLY ACTION," $470,704.00 ", $-   ,541612,HUMAN RESOURCES CONSULTING SERVICES (2007),9/26/23,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMIN,Modification to fund the extension of services.,JWXMYFGEQWN7,THE WASHINGTON CENTER FOR INTE,"Corporate Entity, Tax Exempt",,DISTRICT OF COLUMBIA 98,Non Profit Organization,200024014,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6955&PIID=69319523PO00044&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD
2/14/25,Department of Transportation,6901,693JK4 OST,693JK4,SURFACE TRANSPORTATION BOARD,9505,SURFACE TRANSPORTATION BOARD,9505ST,7/19/24,Final,Definitive Contract,P00002,693JK423C900004,FUNDING ONLY ACTION," $510,818.00 ", $-   ,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,8/26/23,R499,SUPPORT- PROFESSIONAL: OTHER,Funding-Only Action,RFVGJGX8H5A8,"CP MARINE, LLC","Corporate Entity, Not Tax Exempt
Limited Liability Corporation","SBA Certified 8(a) Program Participant
SBA Certified HUBZone Firm
Self-Certified Small Disadvantaged Business",ALASKA 00,"Alaskan Native Corporation Owned Firm
Minority-Owned Business
Native American Owned",998011753,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK423C900004&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD
